,species,protein,codon_comp,tRNA_prop,tRNA_charging_rate
17892,ATA_charged,47.4,49,40,100.0
17893,ATA_uncharged,12.6,49,40,100.0
17894,TTT_charged,28.8,49,40,100.0
17895,TTT_uncharged,11.2,49,40,100.0
17896,__proteinX_rbs,96.0,49,40,100.0
17897,__ribosome,16.0,49,40,100.0
17898,proteinX,14100.6,49,40,100.0
17899,ATA_charged,48.2,50,40,100.0
17900,ATA_uncharged,11.8,50,40,100.0
17901,TTT_charged,26.6,50,40,100.0
17902,TTT_uncharged,13.4,50,40,100.0
17903,__proteinX_rbs,95.8,50,40,100.0
17904,__ribosome,13.2,50,40,100.0
17905,proteinX,14020.8,50,40,100.0
17906,ATA_charged,49.6,51,40,100.0
17907,ATA_uncharged,10.4,51,40,100.0
17908,TTT_charged,26.2,51,40,100.0
17909,TTT_uncharged,13.8,51,40,100.0
17910,__proteinX_rbs,95.0,51,40,100.0
17911,__ribosome,16.4,51,40,100.0
17912,proteinX,13924.4,51,40,100.0
17913,ATA_charged,45.6,52,40,100.0
17914,ATA_uncharged,14.4,52,40,100.0
17915,TTT_charged,25.8,52,40,100.0
17916,TTT_uncharged,14.2,52,40,100.0
17917,__proteinX_rbs,96.2,52,40,100.0
17918,__ribosome,14.4,52,40,100.0
17919,proteinX,13836.0,52,40,100.0
17920,ATA_charged,47.0,53,40,100.0
17921,ATA_uncharged,13.0,53,40,100.0
17922,TTT_charged,22.4,53,40,100.0
17923,TTT_uncharged,17.6,53,40,100.0
17924,__proteinX_rbs,94.4,53,40,100.0
17925,__ribosome,12.2,53,40,100.0
17926,proteinX,13739.6,53,40,100.0
17927,ATA_charged,46.8,54,40,100.0
17928,ATA_uncharged,13.2,54,40,100.0
17929,TTT_charged,22.6,54,40,100.0
17930,TTT_uncharged,17.4,54,40,100.0
17931,__proteinX_rbs,93.8,54,40,100.0
17932,__ribosome,14.4,54,40,100.0
17933,proteinX,13647.6,54,40,100.0
17934,ATA_charged,46.4,55,40,100.0
17935,ATA_uncharged,13.6,55,40,100.0
17936,TTT_charged,23.4,55,40,100.0
17937,TTT_uncharged,16.6,55,40,100.0
17938,__proteinX_rbs,95.2,55,40,100.0
17939,__ribosome,13.8,55,40,100.0
17940,proteinX,13546.0,55,40,100.0
17941,ATA_charged,47.8,56,40,100.0
17942,ATA_uncharged,12.2,56,40,100.0
17943,TTT_charged,26.8,56,40,100.0
17944,TTT_uncharged,13.2,56,40,100.0
17945,__proteinX_rbs,95.0,56,40,100.0
17946,__ribosome,13.6,56,40,100.0
17947,proteinX,13449.8,56,40,100.0
17948,ATA_charged,49.8,59,40,100.0
17949,ATA_uncharged,10.2,59,40,100.0
17950,TTT_charged,24.4,59,40,100.0
17951,TTT_uncharged,15.6,59,40,100.0
17952,__proteinX_rbs,95.0,59,40,100.0
17953,__ribosome,13.4,59,40,100.0
17954,proteinX,13143.8,59,40,100.0
17955,ATA_charged,48.8,60,40,100.0
17956,ATA_uncharged,11.2,60,40,100.0
17957,TTT_charged,24.6,60,40,100.0
17958,TTT_uncharged,15.4,60,40,100.0
17959,__proteinX_rbs,94.6,60,40,100.0
17960,__ribosome,11.8,60,40,100.0
17961,proteinX,13057.6,60,40,100.0
17962,ATA_charged,48.2,61,40,100.0
17963,ATA_uncharged,11.8,61,40,100.0
17964,TTT_charged,23.4,61,40,100.0
17965,TTT_uncharged,16.6,61,40,100.0
17966,__proteinX_rbs,94.2,61,40,100.0
17967,__ribosome,10.4,61,40,100.0
17968,proteinX,12942.2,61,40,100.0
17969,ATA_charged,52.0,62,40,100.0
17970,ATA_uncharged,8.0,62,40,100.0
17971,TTT_charged,22.6,62,40,100.0
17972,TTT_uncharged,17.4,62,40,100.0
17973,__proteinX_rbs,94.4,62,40,100.0
17974,__ribosome,15.2,62,40,100.0
17975,proteinX,12840.6,62,40,100.0
17976,ATA_charged,51.6,63,40,100.0
17977,ATA_uncharged,8.4,63,40,100.0
17978,TTT_charged,25.2,63,40,100.0
17979,TTT_uncharged,14.8,63,40,100.0
17980,__proteinX_rbs,94.6,63,40,100.0
17981,__ribosome,13.4,63,40,100.0
17982,proteinX,12745.4,63,40,100.0
17983,ATA_charged,50.6,64,40,100.0
17984,ATA_uncharged,9.4,64,40,100.0
17985,TTT_charged,25.0,64,40,100.0
17986,TTT_uncharged,15.0,64,40,100.0
17987,__proteinX_rbs,94.4,64,40,100.0
17988,__ribosome,12.2,64,40,100.0
17989,proteinX,12629.2,64,40,100.0
17990,ATA_charged,49.8,65,40,100.0
17991,ATA_uncharged,10.2,65,40,100.0
17992,TTT_charged,23.0,65,40,100.0
17993,TTT_uncharged,17.0,65,40,100.0
17994,__proteinX_rbs,94.2,65,40,100.0
17995,__ribosome,11.4,65,40,100.0
17996,proteinX,12533.4,65,40,100.0
17997,ATA_charged,51.8,66,40,100.0
17998,ATA_uncharged,8.2,66,40,100.0
17999,TTT_charged,24.4,66,40,100.0
18000,TTT_uncharged,15.6,66,40,100.0
18001,__proteinX_rbs,94.2,66,40,100.0
18002,__ribosome,12.2,66,40,100.0
18003,proteinX,12423.2,66,40,100.0
18004,ATA_charged,51.4,67,40,100.0
18005,ATA_uncharged,8.6,67,40,100.0
18006,TTT_charged,22.6,67,40,100.0
18007,TTT_uncharged,17.4,67,40,100.0
18008,__proteinX_rbs,94.2,67,40,100.0
18009,__ribosome,11.4,67,40,100.0
18010,proteinX,12330.0,67,40,100.0
18011,ATA_charged,52.2,68,40,100.0
18012,ATA_uncharged,7.8,68,40,100.0
18013,TTT_charged,21.4,68,40,100.0
18014,TTT_uncharged,18.6,68,40,100.0
18015,__proteinX_rbs,95.8,68,40,100.0
18016,__ribosome,11.2,68,40,100.0
18017,proteinX,12234.0,68,40,100.0
18018,ATA_charged,52.4,69,40,100.0
18019,ATA_uncharged,7.6,69,40,100.0
18020,TTT_charged,24.0,69,40,100.0
18021,TTT_uncharged,16.0,69,40,100.0
18022,__proteinX_rbs,96.6,69,40,100.0
18023,__ribosome,10.0,69,40,100.0
18024,proteinX,12120.2,69,40,100.0
18025,ATA_charged,52.6,70,40,100.0
18026,ATA_uncharged,7.4,70,40,100.0
18027,TTT_charged,23.2,70,40,100.0
18028,TTT_uncharged,16.8,70,40,100.0
18029,__proteinX_rbs,95.6,70,40,100.0
18030,__ribosome,13.2,70,40,100.0
18031,proteinX,12026.2,70,40,100.0
18032,ATA_charged,52.8,72,40,100.0
18033,ATA_uncharged,7.2,72,40,100.0
18034,TTT_charged,23.0,72,40,100.0
18035,TTT_uncharged,17.0,72,40,100.0
18036,__proteinX_rbs,94.6,72,40,100.0
18037,__ribosome,12.0,72,40,100.0
18038,proteinX,11823.6,72,40,100.0
18039,ATA_charged,55.0,73,40,100.0
18040,ATA_uncharged,5.0,73,40,100.0
18041,TTT_charged,23.2,73,40,100.0
18042,TTT_uncharged,16.8,73,40,100.0
18043,__proteinX_rbs,94.8,73,40,100.0
18044,__ribosome,8.2,73,40,100.0
18045,proteinX,11715.6,73,40,100.0
18046,ATA_charged,54.4,74,40,100.0
18047,ATA_uncharged,5.6,74,40,100.0
18048,TTT_charged,24.8,74,40,100.0
18049,TTT_uncharged,15.2,74,40,100.0
18050,__proteinX_rbs,95.0,74,40,100.0
18051,__ribosome,12.6,74,40,100.0
18052,proteinX,11623.0,74,40,100.0
18053,ATA_charged,55.4,75,40,100.0
18054,ATA_uncharged,4.6,75,40,100.0
18055,TTT_charged,23.0,75,40,100.0
18056,TTT_uncharged,17.0,75,40,100.0
18057,__proteinX_rbs,95.2,75,40,100.0
18058,__ribosome,10.6,75,40,100.0
18059,proteinX,11531.4,75,40,100.0
18060,ATA_charged,53.75,76,40,100.0
18061,ATA_uncharged,6.25,76,40,100.0
18062,TTT_charged,23.0,76,40,100.0
18063,TTT_uncharged,17.0,76,40,100.0
18064,__proteinX_rbs,95.5,76,40,100.0
18065,__ribosome,13.25,76,40,100.0
18066,proteinX,11437.75,76,40,100.0
18067,ATA_charged,54.8,77,40,100.0
18068,ATA_uncharged,5.2,77,40,100.0
18069,TTT_charged,21.2,77,40,100.0
18070,TTT_uncharged,18.8,77,40,100.0
18071,__proteinX_rbs,94.6,77,40,100.0
18072,__ribosome,13.6,77,40,100.0
18073,proteinX,11328.4,77,40,100.0
18074,ATA_charged,54.0,78,40,100.0
18075,ATA_uncharged,6.0,78,40,100.0
18076,TTT_charged,20.2,78,40,100.0
18077,TTT_uncharged,19.8,78,40,100.0
18078,__proteinX_rbs,95.2,78,40,100.0
18079,__ribosome,10.2,78,40,100.0
18080,proteinX,11240.0,78,40,100.0
18081,ATA_charged,56.8,79,40,100.0
18082,ATA_uncharged,3.2,79,40,100.0
18083,TTT_charged,23.4,79,40,100.0
18084,TTT_uncharged,16.6,79,40,100.0
18085,__proteinX_rbs,94.8,79,40,100.0
18086,__ribosome,10.8,79,40,100.0
18087,proteinX,11146.6,79,40,100.0
18088,ATA_charged,55.6,80,40,100.0
18089,ATA_uncharged,4.4,80,40,100.0
18090,TTT_charged,23.4,80,40,100.0
18091,TTT_uncharged,16.6,80,40,100.0
18092,__proteinX_rbs,94.4,80,40,100.0
18093,__ribosome,11.6,80,40,100.0
18094,proteinX,11058.8,80,40,100.0
18095,ATA_charged,55.8,81,40,100.0
18096,ATA_uncharged,4.2,81,40,100.0
18097,TTT_charged,24.4,81,40,100.0
18098,TTT_uncharged,15.6,81,40,100.0
18099,__proteinX_rbs,95.2,81,40,100.0
18100,__ribosome,13.0,81,40,100.0
18101,proteinX,10964.2,81,40,100.0
18102,ATA_charged,55.0,82,40,100.0
18103,ATA_uncharged,5.0,82,40,100.0
18104,TTT_charged,23.0,82,40,100.0
18105,TTT_uncharged,17.0,82,40,100.0
18106,__proteinX_rbs,97.0,82,40,100.0
18107,__ribosome,10.6,82,40,100.0
18108,proteinX,10872.4,82,40,100.0
18109,ATA_charged,56.8,83,40,100.0
18110,ATA_uncharged,3.2,83,40,100.0
18111,TTT_charged,21.2,83,40,100.0
18112,TTT_uncharged,18.8,83,40,100.0
18113,__proteinX_rbs,95.2,83,40,100.0
18114,__ribosome,9.2,83,40,100.0
18115,proteinX,10785.6,83,40,100.0
18116,ATA_charged,55.4,84,40,100.0
18117,ATA_uncharged,4.6,84,40,100.0
18118,TTT_charged,23.2,84,40,100.0
18119,TTT_uncharged,16.8,84,40,100.0
18120,__proteinX_rbs,91.4,84,40,100.0
18121,__ribosome,9.2,84,40,100.0
18122,proteinX,10696.4,84,40,100.0
18123,ATA_charged,57.0,85,40,100.0
18124,ATA_uncharged,3.0,85,40,100.0
18125,TTT_charged,22.75,85,40,100.0
18126,TTT_uncharged,17.25,85,40,100.0
18127,__proteinX_rbs,95.5,85,40,100.0
18128,__ribosome,11.25,85,40,100.0
18129,proteinX,10609.0,85,40,100.0
18130,ATA_charged,56.8,86,40,100.0
18131,ATA_uncharged,3.2,86,40,100.0
18132,TTT_charged,24.0,86,40,100.0
18133,TTT_uncharged,16.0,86,40,100.0
18134,__proteinX_rbs,95.8,86,40,100.0
18135,__ribosome,12.2,86,40,100.0
18136,proteinX,10526.6,86,40,100.0
18137,ATA_charged,57.8,87,40,100.0
18138,ATA_uncharged,2.2,87,40,100.0
18139,TTT_charged,19.8,87,40,100.0
18140,TTT_uncharged,20.2,87,40,100.0
18141,__proteinX_rbs,95.2,87,40,100.0
18142,__ribosome,10.8,87,40,100.0
18143,proteinX,10430.0,87,40,100.0
18144,ATA_charged,57.8,88,40,100.0
18145,ATA_uncharged,2.2,88,40,100.0
18146,TTT_charged,22.0,88,40,100.0
18147,TTT_uncharged,18.0,88,40,100.0
18148,__proteinX_rbs,96.0,88,40,100.0
18149,__ribosome,12.2,88,40,100.0
18150,proteinX,10344.8,88,40,100.0
18151,ATA_charged,58.2,89,40,100.0
18152,ATA_uncharged,1.8,89,40,100.0
18153,TTT_charged,18.8,89,40,100.0
18154,TTT_uncharged,21.2,89,40,100.0
18155,__proteinX_rbs,96.2,89,40,100.0
18156,__ribosome,8.4,89,40,100.0
18157,proteinX,10258.2,89,40,100.0
18158,ATA_charged,58.4,90,40,100.0
18159,ATA_uncharged,1.6,90,40,100.0
18160,TTT_charged,22.2,90,40,100.0
18161,TTT_uncharged,17.8,90,40,100.0
18162,__proteinX_rbs,94.6,90,40,100.0
18163,__ribosome,12.6,90,40,100.0
18164,proteinX,10182.8,90,40,100.0
18165,ATA_charged,57.6,91,40,100.0
18166,ATA_uncharged,2.4,91,40,100.0
18167,TTT_charged,20.4,91,40,100.0
18168,TTT_uncharged,19.6,91,40,100.0
18169,__proteinX_rbs,92.8,91,40,100.0
18170,__ribosome,12.8,91,40,100.0
18171,proteinX,10101.6,91,40,100.0
18172,ATA_charged,58.6,92,40,100.0
18173,ATA_uncharged,1.4,92,40,100.0
18174,TTT_charged,22.6,92,40,100.0
18175,TTT_uncharged,17.4,92,40,100.0
18176,__proteinX_rbs,95.2,92,40,100.0
18177,__ribosome,9.8,92,40,100.0
18178,proteinX,10019.0,92,40,100.0
18179,ATA_charged,58.25,93,40,100.0
18180,ATA_uncharged,1.75,93,40,100.0
18181,TTT_charged,22.75,93,40,100.0
18182,TTT_uncharged,17.25,93,40,100.0
18183,__proteinX_rbs,94.5,93,40,100.0
18184,__ribosome,10.0,93,40,100.0
18185,proteinX,9930.5,93,40,100.0
18186,ATA_charged,58.8,94,40,100.0
18187,ATA_uncharged,1.2,94,40,100.0
18188,TTT_charged,20.6,94,40,100.0
18189,TTT_uncharged,19.4,94,40,100.0
18190,__proteinX_rbs,95.0,94,40,100.0
18191,__ribosome,9.2,94,40,100.0
18192,proteinX,9853.2,94,40,100.0
18193,ATA_charged,59.2,95,40,100.0
18194,ATA_uncharged,0.8,95,40,100.0
18195,TTT_charged,20.0,95,40,100.0
18196,TTT_uncharged,20.0,95,40,100.0
18197,__proteinX_rbs,95.4,95,40,100.0
18198,__ribosome,10.0,95,40,100.0
18199,proteinX,9780.6,95,40,100.0
18200,ATA_charged,58.8,96,40,100.0
18201,ATA_uncharged,1.2,96,40,100.0
18202,TTT_charged,19.2,96,40,100.0
18203,TTT_uncharged,20.8,96,40,100.0
18204,__proteinX_rbs,96.0,96,40,100.0
18205,__ribosome,8.0,96,40,100.0
18206,proteinX,9700.4,96,40,100.0
18207,ATA_charged,59.6,97,40,100.0
18208,ATA_uncharged,0.4,97,40,100.0
18209,TTT_charged,22.2,97,40,100.0
18210,TTT_uncharged,17.8,97,40,100.0
18211,__proteinX_rbs,94.0,97,40,100.0
18212,__ribosome,7.8,97,40,100.0
18213,proteinX,9627.6,97,40,100.0
18214,ATA_charged,59.6,98,40,100.0
18215,ATA_uncharged,0.4,98,40,100.0
18216,TTT_charged,20.4,98,40,100.0
18217,TTT_uncharged,19.6,98,40,100.0
18218,__proteinX_rbs,94.4,98,40,100.0
18219,__ribosome,10.4,98,40,100.0
18220,proteinX,9547.2,98,40,100.0
18221,ATA_charged,60.0,99,40,100.0
18222,ATA_uncharged,0.0,99,40,100.0
18223,TTT_charged,18.75,99,40,100.0
18224,TTT_uncharged,21.25,99,40,100.0
18225,__proteinX_rbs,94.5,99,40,100.0
18226,__ribosome,9.25,99,40,100.0
18227,proteinX,9480.75,99,40,100.0
18228,ATA_charged,28.4,1,45,100.0
18229,ATA_uncharged,26.6,1,45,100.0
18230,TTT_charged,44.6,1,45,100.0
18231,TTT_uncharged,0.4,1,45,100.0
18232,__proteinX_rbs,94.8,1,45,100.0
18233,__ribosome,12.8,1,45,100.0
18234,proteinX,12764.6,1,45,100.0
18235,ATA_charged,28.0,2,45,100.0
18236,ATA_uncharged,27.0,2,45,100.0
18237,TTT_charged,44.6,2,45,100.0
18238,TTT_uncharged,0.4,2,45,100.0
18239,__proteinX_rbs,96.0,2,45,100.0
18240,__ribosome,14.6,2,45,100.0
18241,proteinX,12852.0,2,45,100.0
18242,ATA_charged,29.6,3,45,100.0
18243,ATA_uncharged,25.4,3,45,100.0
18244,TTT_charged,44.4,3,45,100.0
18245,TTT_uncharged,0.6,3,45,100.0
18246,__proteinX_rbs,95.0,3,45,100.0
18247,__ribosome,14.6,3,45,100.0
18248,proteinX,12924.8,3,45,100.0
18249,ATA_charged,29.8,4,45,100.0
18250,ATA_uncharged,25.2,4,45,100.0
18251,TTT_charged,43.2,4,45,100.0
18252,TTT_uncharged,1.8,4,45,100.0
18253,__proteinX_rbs,94.8,4,45,100.0
18254,__ribosome,15.4,4,45,100.0
18255,proteinX,12996.8,4,45,100.0
18256,ATA_charged,30.2,5,45,100.0
18257,ATA_uncharged,24.8,5,45,100.0
18258,TTT_charged,43.8,5,45,100.0
18259,TTT_uncharged,1.2,5,45,100.0
18260,__proteinX_rbs,94.8,5,45,100.0
18261,__ribosome,11.8,5,45,100.0
18262,proteinX,13073.6,5,45,100.0
18263,ATA_charged,31.0,6,45,100.0
18264,ATA_uncharged,24.0,6,45,100.0
18265,TTT_charged,43.25,6,45,100.0
18266,TTT_uncharged,1.75,6,45,100.0
18267,__proteinX_rbs,95.0,6,45,100.0
18268,__ribosome,12.5,6,45,100.0
18269,proteinX,13152.0,6,45,100.0
18270,ATA_charged,32.6,7,45,100.0
18271,ATA_uncharged,22.4,7,45,100.0
18272,TTT_charged,42.4,7,45,100.0
18273,TTT_uncharged,2.6,7,45,100.0
18274,__proteinX_rbs,96.4,7,45,100.0
18275,__ribosome,13.0,7,45,100.0
18276,proteinX,13225.0,7,45,100.0
18277,ATA_charged,32.2,8,45,100.0
18278,ATA_uncharged,22.8,8,45,100.0
18279,TTT_charged,42.8,8,45,100.0
18280,TTT_uncharged,2.2,8,45,100.0
18281,__proteinX_rbs,96.0,8,45,100.0
18282,__ribosome,13.0,8,45,100.0
18283,proteinX,13300.2,8,45,100.0
18284,ATA_charged,30.6,9,45,100.0
18285,ATA_uncharged,24.4,9,45,100.0
18286,TTT_charged,43.8,9,45,100.0
18287,TTT_uncharged,1.2,9,45,100.0
18288,__proteinX_rbs,94.6,9,45,100.0
18289,__ribosome,15.2,9,45,100.0
18290,proteinX,13373.2,9,45,100.0
18291,ATA_charged,31.2,10,45,100.0
18292,ATA_uncharged,23.8,10,45,100.0
18293,TTT_charged,43.8,10,45,100.0
18294,TTT_uncharged,1.2,10,45,100.0
18295,__proteinX_rbs,95.4,10,45,100.0
18296,__ribosome,11.6,10,45,100.0
18297,proteinX,13447.4,10,45,100.0
18298,ATA_charged,31.8,11,45,100.0
18299,ATA_uncharged,23.2,11,45,100.0
18300,TTT_charged,42.6,11,45,100.0
18301,TTT_uncharged,2.4,11,45,100.0
18302,__proteinX_rbs,95.2,11,45,100.0
18303,__ribosome,10.8,11,45,100.0
18304,proteinX,13531.0,11,45,100.0
18305,ATA_charged,30.6,12,45,100.0
18306,ATA_uncharged,24.4,12,45,100.0
18307,TTT_charged,43.2,12,45,100.0
18308,TTT_uncharged,1.8,12,45,100.0
18309,__proteinX_rbs,96.2,12,45,100.0
18310,__ribosome,13.6,12,45,100.0
18311,proteinX,13593.4,12,45,100.0
18312,ATA_charged,31.6,13,45,100.0
18313,ATA_uncharged,23.4,13,45,100.0
18314,TTT_charged,41.2,13,45,100.0
18315,TTT_uncharged,3.8,13,45,100.0
18316,__proteinX_rbs,94.4,13,45,100.0
18317,__ribosome,15.6,13,45,100.0
18318,proteinX,13673.6,13,45,100.0
18319,ATA_charged,33.0,14,45,100.0
18320,ATA_uncharged,22.0,14,45,100.0
18321,TTT_charged,41.0,14,45,100.0
18322,TTT_uncharged,4.0,14,45,100.0
18323,__proteinX_rbs,94.0,14,45,100.0
18324,__ribosome,14.8,14,45,100.0
18325,proteinX,13748.4,14,45,100.0
18326,ATA_charged,31.4,15,45,100.0
18327,ATA_uncharged,23.6,15,45,100.0
18328,TTT_charged,40.8,15,45,100.0
18329,TTT_uncharged,4.2,15,45,100.0
18330,__proteinX_rbs,95.0,15,45,100.0
18331,__ribosome,13.4,15,45,100.0
18332,proteinX,13817.6,15,45,100.0
18333,ATA_charged,31.6,16,45,100.0
18334,ATA_uncharged,23.4,16,45,100.0
18335,TTT_charged,40.8,16,45,100.0
18336,TTT_uncharged,4.2,16,45,100.0
18337,__proteinX_rbs,94.0,16,45,100.0
18338,__ribosome,10.6,16,45,100.0
18339,proteinX,13882.6,16,45,100.0
18340,ATA_charged,33.6,17,45,100.0
18341,ATA_uncharged,21.4,17,45,100.0
18342,TTT_charged,39.2,17,45,100.0
18343,TTT_uncharged,5.8,17,45,100.0
18344,__proteinX_rbs,94.6,17,45,100.0
18345,__ribosome,15.0,17,45,100.0
18346,proteinX,13957.2,17,45,100.0
18347,ATA_charged,32.0,18,45,100.0
18348,ATA_uncharged,23.0,18,45,100.0
18349,TTT_charged,38.8,18,45,100.0
18350,TTT_uncharged,6.2,18,45,100.0
18351,__proteinX_rbs,94.6,18,45,100.0
18352,__ribosome,15.8,18,45,100.0
18353,proteinX,14021.8,18,45,100.0
18354,ATA_charged,34.6,19,45,100.0
18355,ATA_uncharged,20.4,19,45,100.0
18356,TTT_charged,40.4,19,45,100.0
18357,TTT_uncharged,4.6,19,45,100.0
18358,__proteinX_rbs,94.8,19,45,100.0
18359,__ribosome,15.2,19,45,100.0
18360,proteinX,14077.4,19,45,100.0
18361,ATA_charged,31.4,20,45,100.0
18362,ATA_uncharged,23.6,20,45,100.0
18363,TTT_charged,39.6,20,45,100.0
18364,TTT_uncharged,5.4,20,45,100.0
18365,__proteinX_rbs,92.8,20,45,100.0
18366,__ribosome,14.2,20,45,100.0
18367,proteinX,14155.2,20,45,100.0
18368,ATA_charged,31.6,21,45,100.0
18369,ATA_uncharged,23.4,21,45,100.0
18370,TTT_charged,39.8,21,45,100.0
18371,TTT_uncharged,5.2,21,45,100.0
18372,__proteinX_rbs,95.2,21,45,100.0
18373,__ribosome,15.8,21,45,100.0
18374,proteinX,14211.2,21,45,100.0
18375,ATA_charged,32.6,22,45,100.0
18376,ATA_uncharged,22.4,22,45,100.0
18377,TTT_charged,38.8,22,45,100.0
18378,TTT_uncharged,6.2,22,45,100.0
18379,__proteinX_rbs,95.4,22,45,100.0
18380,__ribosome,13.6,22,45,100.0
18381,proteinX,14268.6,22,45,100.0
18382,ATA_charged,32.0,23,45,100.0
18383,ATA_uncharged,23.0,23,45,100.0
18384,TTT_charged,40.2,23,45,100.0
18385,TTT_uncharged,4.8,23,45,100.0
18386,__proteinX_rbs,95.4,23,45,100.0
18387,__ribosome,14.8,23,45,100.0
18388,proteinX,14325.4,23,45,100.0
18389,ATA_charged,33.8,24,45,100.0
18390,ATA_uncharged,21.2,24,45,100.0
18391,TTT_charged,38.8,24,45,100.0
18392,TTT_uncharged,6.2,24,45,100.0
18393,__proteinX_rbs,95.0,24,45,100.0
18394,__ribosome,12.6,24,45,100.0
18395,proteinX,14392.8,24,45,100.0
18396,ATA_charged,33.4,25,45,100.0
18397,ATA_uncharged,21.6,25,45,100.0
18398,TTT_charged,37.2,25,45,100.0
18399,TTT_uncharged,7.8,25,45,100.0
18400,__proteinX_rbs,95.4,25,45,100.0
18401,__ribosome,15.0,25,45,100.0
18402,proteinX,14437.6,25,45,100.0
18403,ATA_charged,33.0,26,45,100.0
18404,ATA_uncharged,22.0,26,45,100.0
18405,TTT_charged,36.2,26,45,100.0
18406,TTT_uncharged,8.8,26,45,100.0
18407,__proteinX_rbs,94.8,26,45,100.0
18408,__ribosome,16.8,26,45,100.0
18409,proteinX,14487.8,26,45,100.0
18410,ATA_charged,34.6,27,45,100.0
18411,ATA_uncharged,20.4,27,45,100.0
18412,TTT_charged,36.0,27,45,100.0
18413,TTT_uncharged,9.0,27,45,100.0
18414,__proteinX_rbs,95.0,27,45,100.0
18415,__ribosome,15.8,27,45,100.0
18416,proteinX,14530.8,27,45,100.0
18417,ATA_charged,33.4,28,45,100.0
18418,ATA_uncharged,21.6,28,45,100.0
18419,TTT_charged,35.8,28,45,100.0
18420,TTT_uncharged,9.2,28,45,100.0
18421,__proteinX_rbs,94.2,28,45,100.0
18422,__ribosome,11.8,28,45,100.0
18423,proteinX,14583.2,28,45,100.0
18424,ATA_charged,33.8,30,45,100.0
18425,ATA_uncharged,21.2,30,45,100.0
18426,TTT_charged,37.0,30,45,100.0
18427,TTT_uncharged,8.0,30,45,100.0
18428,__proteinX_rbs,94.2,30,45,100.0
18429,__ribosome,12.6,30,45,100.0
18430,proteinX,14662.4,30,45,100.0
18431,ATA_charged,35.4,31,45,100.0
18432,ATA_uncharged,19.6,31,45,100.0
18433,TTT_charged,37.2,31,45,100.0
18434,TTT_uncharged,7.8,31,45,100.0
18435,__proteinX_rbs,97.0,31,45,100.0
18436,__ribosome,17.0,31,45,100.0
18437,proteinX,14696.4,31,45,100.0
18438,ATA_charged,35.8,32,45,100.0
18439,ATA_uncharged,19.2,32,45,100.0
18440,TTT_charged,36.8,32,45,100.0
18441,TTT_uncharged,8.2,32,45,100.0
18442,__proteinX_rbs,96.0,32,45,100.0
18443,__ribosome,18.0,32,45,100.0
18444,proteinX,14731.4,32,45,100.0
18445,ATA_charged,32.8,33,45,100.0
18446,ATA_uncharged,22.2,33,45,100.0
18447,TTT_charged,33.0,33,45,100.0
18448,TTT_uncharged,12.0,33,45,100.0
18449,__proteinX_rbs,94.4,33,45,100.0
18450,__ribosome,15.4,33,45,100.0
18451,proteinX,14762.6,33,45,100.0
18452,ATA_charged,36.0,34,45,100.0
18453,ATA_uncharged,19.0,34,45,100.0
18454,TTT_charged,35.0,34,45,100.0
18455,TTT_uncharged,10.0,34,45,100.0
18456,__proteinX_rbs,95.2,34,45,100.0
18457,__ribosome,11.2,34,45,100.0
18458,proteinX,14774.4,34,45,100.0
18459,ATA_charged,36.6,35,45,100.0
18460,ATA_uncharged,18.4,35,45,100.0
18461,TTT_charged,35.2,35,45,100.0
18462,TTT_uncharged,9.8,35,45,100.0
18463,__proteinX_rbs,95.0,35,45,100.0
18464,__ribosome,15.4,35,45,100.0
18465,proteinX,14794.4,35,45,100.0
18466,ATA_charged,37.4,36,45,100.0
18467,ATA_uncharged,17.6,36,45,100.0
18468,TTT_charged,34.4,36,45,100.0
18469,TTT_uncharged,10.6,36,45,100.0
18470,__proteinX_rbs,95.8,36,45,100.0
18471,__ribosome,18.0,36,45,100.0
18472,proteinX,14814.8,36,45,100.0
18473,ATA_charged,39.0,37,45,100.0
18474,ATA_uncharged,16.0,37,45,100.0
18475,TTT_charged,32.6,37,45,100.0
18476,TTT_uncharged,12.4,37,45,100.0
18477,__proteinX_rbs,95.2,37,45,100.0
18478,__ribosome,15.4,37,45,100.0
18479,proteinX,14828.2,37,45,100.0
18480,ATA_charged,37.4,38,45,100.0
18481,ATA_uncharged,17.6,38,45,100.0
18482,TTT_charged,32.6,38,45,100.0
18483,TTT_uncharged,12.4,38,45,100.0
18484,__proteinX_rbs,96.0,38,45,100.0
18485,__ribosome,16.0,38,45,100.0
18486,proteinX,14827.8,38,45,100.0
18487,ATA_charged,36.6,39,45,100.0
18488,ATA_uncharged,18.4,39,45,100.0
18489,TTT_charged,32.8,39,45,100.0
18490,TTT_uncharged,12.2,39,45,100.0
18491,__proteinX_rbs,94.0,39,45,100.0
18492,__ribosome,15.4,39,45,100.0
18493,proteinX,14821.8,39,45,100.0
18494,ATA_charged,37.6,40,45,100.0
18495,ATA_uncharged,17.4,40,45,100.0
18496,TTT_charged,34.8,40,45,100.0
18497,TTT_uncharged,10.2,40,45,100.0
18498,__proteinX_rbs,95.2,40,45,100.0
18499,__ribosome,15.8,40,45,100.0
18500,proteinX,14825.6,40,45,100.0
18501,ATA_charged,37.8,41,45,100.0
18502,ATA_uncharged,17.2,41,45,100.0
18503,TTT_charged,34.2,41,45,100.0
18504,TTT_uncharged,10.8,41,45,100.0
18505,__proteinX_rbs,94.4,41,45,100.0
